Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Keltner Breakout (ATR 1.5),111425.0,11425.0,11.43,4,1,2,25.0,13.69,192.0,-0.092,TI,264
Bollinger RSI,118564.1,18564.1,18.56,1,1,0,100.0,12.16,70.0,0.3,TI,264
Squeeze Breakout,95724.78,-4275.22,-4.28,6,1,5,16.67,21.68,164.0,-5.108,TI,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],90606.38,-9393.62,-9.39,1,0,1,0.0,9.39,33.0,-2.384,BAJAJELEC,264
Keltner 5-Rule Retracement,90606.38,-9393.62,-9.39,1,0,1,0.0,9.39,33.0,-2.384,BAJAJELEC,264
Keltner + EMA Cross,100107.05,107.05,0.11,1,1,0,100.0,11.99,33.0,-120.435,BAJAJELEC,264
Keltner Breakout (ATR 1.5),95924.03,-4075.97,-4.08,2,0,2,0.0,10.13,63.0,-4.189,BAJAJELEC,264
Bollinger RSI,74982.28,-25017.72,-25.02,1,0,1,0.0,38.94,221.0,-3.112,BAJAJELEC,264
Squeeze Breakout,88382.92,-11617.08,-11.62,5,2,3,40.0,17.21,120.0,-1.276,BAJAJELEC,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96454.8,-3545.2,-3.55,2,1,1,50.0,10.98,152.0,-4.667,BALKRISIND,264
Keltner 5-Rule Retracement,100010.27,10.27,0.01,3,2,1,66.67,6.66,117.0,-2.821,BALKRISIND,264
Keltner + EMA Cross,78016.6,-21983.4,-21.98,5,0,5,0.0,22.06,214.0,-3.606,BALKRISIND,264
Keltner Breakout (ATR 1.5),98319.49,-1680.51,-1.68,3,2,1,66.67,6.66,117.0,-2.339,BALKRISIND,264
Bollinger RSI,112503.81,12503.81,12.5,2,1,0,50.0,15.0,72.0,-0.04,BALKRISIND,264
Squeeze Breakout,74332.64,-25667.36,-25.67,3,0,3,0.0,26.23,158.0,-1.506,BALKRISIND,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102635.1,2635.1,2.64,3,2,1,66.67,24.65,53.0,-3.933,BETA,264
Keltner 5-Rule Retracement,147301.28,47301.28,47.3,3,2,1,66.67,14.51,105.0,0.635,BETA,264
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BETA,264
Keltner Breakout (ATR 1.5),106537.77,6537.77,6.54,4,2,2,50.0,19.4,104.0,-0.404,BETA,264
Bollinger RSI,87803.08,-12196.92,-12.2,1,0,1,0.0,44.06,223.0,-2.306,BETA,264
Squeeze Breakout,107929.15,7929.15,7.93,5,2,3,40.0,25.15,117.0,-0.417,BETA,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],76956.47,-23043.53,-23.04,5,0,5,0.0,26.51,240.0,-3.101,LUMAXIND,264
Keltner 5-Rule Retracement,80007.16,-19992.84,-19.99,4,0,4,0.0,24.68,151.0,-2.129,LUMAXIND,264
Keltner + EMA Cross,71385.87,-28614.13,-28.61,5,0,5,0.0,30.04,175.0,-1.454,LUMAXIND,264
Keltner Breakout (ATR 1.5),69560.33,-30439.67,-30.44,8,0,8,0.0,34.93,240.0,-1.91,LUMAXIND,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LUMAXIND,264
Squeeze Breakout,72132.95,-27867.05,-27.87,5,0,5,0.0,27.87,217.0,-7.039,LUMAXIND,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],88492.63,-11507.37,-11.51,6,2,4,33.33,24.28,191.0,-15.345,LUMAXTECH,264
Keltner 5-Rule Retracement,97628.64,-2371.36,-2.37,4,2,2,50.0,24.62,191.0,-1.518,LUMAXTECH,264
Keltner + EMA Cross,122029.9,22029.9,22.03,3,1,1,33.33,18.17,146.0,157.829,LUMAXTECH,264
Keltner Breakout (ATR 1.5),93482.92,-6517.08,-6.52,7,2,4,28.57,21.74,191.0,-4.496,LUMAXTECH,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LUMAXTECH,264
Squeeze Breakout,115799.48,15799.48,15.8,5,3,2,60.0,20.97,160.0,0.313,LUMAXTECH,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],127281.62,27281.62,27.28,2,2,0,100.0,11.35,21.0,0.0,KPL,109
Keltner 5-Rule Retracement,127281.62,27281.62,27.28,2,2,0,100.0,11.35,21.0,0.0,KPL,109
Keltner + EMA Cross,113859.62,13859.62,13.86,1,0,0,0.0,11.35,12.0,0.0,KPL,109
Keltner Breakout (ATR 1.5),127807.48,27807.48,27.81,2,2,0,100.0,11.35,21.0,0.0,KPL,109
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KPL,109
Squeeze Breakout,106529.36,6529.36,6.53,2,1,1,50.0,8.63,21.0,0.0,KPL,109
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],113574.91,13574.91,13.57,3,1,2,33.33,10.7,47.0,0.042,MWL,264
Keltner 5-Rule Retracement,146864.41,46864.41,46.86,3,2,1,66.67,6.69,64.0,2.357,MWL,264
Keltner + EMA Cross,107216.8,7216.8,7.22,4,1,2,25.0,18.26,168.0,-0.305,MWL,264
Keltner Breakout (ATR 1.5),115435.58,15435.58,15.44,4,2,2,50.0,10.7,67.0,0.253,MWL,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MWL,264
Squeeze Breakout,115054.59,15054.59,15.05,3,3,0,100.0,7.31,66.0,0.846,MWL,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92777.25,-7222.75,-7.22,4,2,2,50.0,11.52,216.0,-2.511,CHOLAFIN,264
Keltner 5-Rule Retracement,85996.96,-14003.04,-14.0,6,2,4,33.33,17.98,216.0,-4.652,CHOLAFIN,264
Keltner + EMA Cross,106338.81,6338.81,6.34,1,1,0,100.0,7.19,33.0,-1.051,CHOLAFIN,264
Keltner Breakout (ATR 1.5),96160.46,-3839.54,-3.84,6,2,4,33.33,15.97,216.0,-1.012,CHOLAFIN,264
Bollinger RSI,125633.28,25633.28,25.63,1,0,0,0.0,14.57,33.0,0.493,CHOLAFIN,264
Squeeze Breakout,91972.63,-8027.37,-8.03,4,1,2,25.0,11.72,120.0,-2.145,CHOLAFIN,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91774.95,-8225.05,-8.23,5,2,3,40.0,43.55,231.0,-1.144,STALLION-BE,264
Keltner 5-Rule Retracement,96625.58,-3374.42,-3.37,5,2,3,40.0,40.56,231.0,-0.449,STALLION-BE,264
Keltner + EMA Cross,135179.1,35179.1,35.18,1,1,0,100.0,16.12,33.0,0.63,STALLION-BE,264
Keltner Breakout (ATR 1.5),152763.09,52763.09,52.76,5,4,1,80.0,37.41,195.0,7.297,STALLION-BE,264
Bollinger RSI,131917.61,31917.61,31.92,1,1,0,100.0,19.51,25.0,0.593,STALLION-BE,264
Squeeze Breakout,109375.37,9375.37,9.38,1,1,0,100.0,14.56,33.0,-0.387,STALLION-BE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],73664.0,-26336.0,-26.34,6,1,5,16.67,34.33,132.0,-1.494,BALRAMCHIN,264
Keltner 5-Rule Retracement,82035.98,-17964.02,-17.96,5,2,3,40.0,26.34,132.0,-1.724,BALRAMCHIN,264
Keltner + EMA Cross,117380.69,17380.69,17.38,1,1,0,100.0,14.78,23.0,0.252,BALRAMCHIN,264
Keltner Breakout (ATR 1.5),93921.31,-6078.69,-6.08,6,2,4,33.33,19.26,132.0,-3.139,BALRAMCHIN,264
Bollinger RSI,113649.83,13649.83,13.65,1,1,0,100.0,16.56,132.0,0.053,BALRAMCHIN,264
Squeeze Breakout,90835.87,-9164.13,-9.16,4,2,2,50.0,11.21,217.0,-14.116,BALRAMCHIN,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],161881.96,61881.96,61.88,5,4,1,80.0,18.59,50.0,0.941,KAPSTON,264
Keltner 5-Rule Retracement,170564.26,70564.26,70.56,5,4,1,80.0,18.59,50.0,0.949,KAPSTON,264
Keltner + EMA Cross,279490.5,179490.5,179.49,1,0,0,0.0,14.54,23.0,0.928,KAPSTON,264
Keltner Breakout (ATR 1.5),141671.68,41671.68,41.67,8,5,3,62.5,17.36,116.0,0.903,KAPSTON,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KAPSTON,264
Squeeze Breakout,120553.92,20553.92,20.55,4,3,1,75.0,7.41,57.0,0.521,KAPSTON,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],94126.31,-5873.69,-5.87,5,2,3,40.0,25.5,144.0,-0.893,MARINE,264
Keltner 5-Rule Retracement,98793.69,-1206.31,-1.21,4,2,2,50.0,25.5,134.0,-0.863,MARINE,264
Keltner + EMA Cross,155442.55,55442.55,55.44,1,0,0,0.0,15.24,15.0,0.766,MARINE,264
Keltner Breakout (ATR 1.5),120978.51,20978.51,20.98,6,2,4,33.33,22.28,114.0,0.298,MARINE,264
Bollinger RSI,125483.75,25483.75,25.48,1,1,0,100.0,22.5,105.0,0.49,MARINE,264
Squeeze Breakout,118862.32,18862.32,18.86,2,1,1,50.0,13.07,87.0,0.311,MARINE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99433.79,-566.21,-0.57,2,1,1,50.0,6.19,33.0,-23.96,GULFOILLUB,264
Keltner 5-Rule Retracement,107196.44,7196.44,7.2,2,2,0,100.0,6.05,33.0,-0.806,GULFOILLUB,264
Keltner + EMA Cross,90465.99,-9534.01,-9.53,3,1,2,33.33,12.08,185.0,-6.425,GULFOILLUB,264
Keltner Breakout (ATR 1.5),97457.05,-2542.95,-2.54,3,1,2,33.33,6.8,88.0,-6.112,GULFOILLUB,264
Bollinger RSI,104143.61,4143.61,4.14,1,1,0,100.0,25.55,151.0,-2.137,GULFOILLUB,264
Squeeze Breakout,103391.89,3391.89,3.39,4,2,2,50.0,7.06,99.0,-1.029,GULFOILLUB,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102069.92,2069.92,2.07,4,2,2,50.0,21.55,209.0,-0.827,PRICOLLTD,264
Keltner 5-Rule Retracement,105635.53,5635.53,5.64,5,2,3,40.0,18.28,209.0,-0.411,PRICOLLTD,264
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PRICOLLTD,264
Keltner Breakout (ATR 1.5),87196.58,-12803.42,-12.8,8,3,5,37.5,32.53,209.0,-3.112,PRICOLLTD,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PRICOLLTD,264
Squeeze Breakout,124875.46,24875.46,24.88,3,2,1,66.67,4.82,14.0,2.066,PRICOLLTD,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],103754.93,3754.93,3.75,1,1,0,100.0,11.27,9.0,0.0,QPOWER,72
Keltner 5-Rule Retracement,103754.93,3754.93,3.75,1,1,0,100.0,11.27,9.0,0.0,QPOWER,72
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,QPOWER,72
Keltner Breakout (ATR 1.5),103078.11,3078.11,3.08,1,1,0,100.0,11.79,9.0,0.0,QPOWER,72
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,QPOWER,72
Squeeze Breakout,103078.11,3078.11,3.08,1,1,0,100.0,11.79,9.0,0.0,QPOWER,72
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96588.73,-3411.27,-3.41,1,0,1,0.0,10.16,21.0,0.0,SHANTIGOLD,77
Keltner 5-Rule Retracement,96588.73,-3411.27,-3.41,1,0,1,0.0,10.16,21.0,0.0,SHANTIGOLD,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHANTIGOLD,77
Keltner Breakout (ATR 1.5),87904.64,-12095.36,-12.1,2,0,2,0.0,18.23,21.0,0.0,SHANTIGOLD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHANTIGOLD,77
Squeeze Breakout,116920.47,16920.47,16.92,1,1,0,100.0,0.15,1.0,0.0,SHANTIGOLD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],103361.48,3361.48,3.36,2,0,1,0.0,8.54,41.0,0.0,SHREEPUSHK,77
Keltner 5-Rule Retracement,92704.5,-7295.5,-7.3,3,0,2,0.0,15.19,53.0,0.0,SHREEPUSHK,77
Keltner + EMA Cross,115103.98,15103.98,15.1,1,0,0,0.0,6.48,10.0,0.0,SHREEPUSHK,77
Keltner Breakout (ATR 1.5),108486.23,8486.23,8.49,2,0,1,0.0,8.65,36.0,0.0,SHREEPUSHK,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHREEPUSHK,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHREEPUSHK,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],90552.56,-9447.44,-9.45,6,3,3,50.0,36.9,133.0,-0.539,PRECWIRE,280
Keltner 5-Rule Retracement,88570.54,-11429.46,-11.43,6,3,3,50.0,38.28,133.0,-0.56,PRECWIRE,280
Keltner + EMA Cross,126522.66,26522.66,26.52,3,1,1,33.33,14.73,67.0,0.365,PRECWIRE,280
Keltner Breakout (ATR 1.5),95258.68,-4741.32,-4.74,8,3,5,37.5,29.98,99.0,-1.089,PRECWIRE,280
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PRECWIRE,280
Squeeze Breakout,111793.23,11793.23,11.79,4,1,3,25.0,14.18,213.0,0.051,PRECWIRE,280
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],83973.1,-16026.9,-16.03,2,0,1,0.0,16.15,32.0,0.0,RACLGEAR,77
Keltner 5-Rule Retracement,83973.1,-16026.9,-16.03,2,0,1,0.0,16.15,32.0,0.0,RACLGEAR,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RACLGEAR,77
Keltner Breakout (ATR 1.5),99796.27,-203.73,-0.2,2,0,1,0.0,10.82,24.0,0.0,RACLGEAR,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RACLGEAR,77
Squeeze Breakout,91560.81,-8439.19,-8.44,1,0,1,0.0,8.96,32.0,0.0,RACLGEAR,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],172496.34,72496.34,72.5,1,0,0,0.0,7.76,3.0,0.0,STLNETWORK,72
Keltner 5-Rule Retracement,155941.18,55941.18,55.94,1,0,0,0.0,8.03,1.0,0.0,STLNETWORK,72
Keltner + EMA Cross,179217.6,79217.6,79.22,1,0,0,0.0,8.15,10.0,0.0,STLNETWORK,72
Keltner Breakout (ATR 1.5),159866.35,59866.35,59.87,2,0,1,0.0,10.63,17.0,0.0,STLNETWORK,72
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STLNETWORK,72
Squeeze Breakout,120869.92,20869.92,20.87,2,1,1,50.0,7.9,18.0,0.0,STLNETWORK,72
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],122090.55,22090.55,22.09,1,0,0,0.0,9.0,8.0,0.0,SHANTIGEAR,77
Keltner 5-Rule Retracement,122090.55,22090.55,22.09,1,0,0,0.0,9.0,8.0,0.0,SHANTIGEAR,77
Keltner + EMA Cross,122090.55,22090.55,22.09,1,0,0,0.0,9.0,8.0,0.0,SHANTIGEAR,77
Keltner Breakout (ATR 1.5),122090.55,22090.55,22.09,1,0,0,0.0,9.0,8.0,0.0,SHANTIGEAR,77
Bollinger RSI,119078.49,19078.49,19.08,1,1,0,100.0,8.02,24.0,0.0,SHANTIGEAR,77
Squeeze Breakout,80507.65,-19492.35,-19.49,1,0,1,0.0,25.47,24.0,0.0,SHANTIGEAR,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],133227.03,33227.03,33.23,1,0,0,0.0,12.72,9.0,0.0,WHEELS,77
Keltner 5-Rule Retracement,133227.03,33227.03,33.23,1,0,0,0.0,12.72,9.0,0.0,WHEELS,77
Keltner + EMA Cross,145590.15,45590.15,45.59,1,0,0,0.0,12.73,9.0,0.0,WHEELS,77
Keltner Breakout (ATR 1.5),140991.95,40991.95,40.99,1,0,0,0.0,12.74,9.0,0.0,WHEELS,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,WHEELS,77
Squeeze Breakout,137275.14,37275.14,37.28,1,1,0,100.0,4.53,7.0,0.0,WHEELS,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],145324.95,45324.95,45.32,1,0,0,0.0,11.43,4.0,0.0,RAYMOND,77
Keltner 5-Rule Retracement,145324.95,45324.95,45.32,1,0,0,0.0,11.43,4.0,0.0,RAYMOND,77
Keltner + EMA Cross,171545.84,71545.84,71.55,1,0,0,0.0,11.67,8.0,0.0,RAYMOND,77
Keltner Breakout (ATR 1.5),154891.18,54891.18,54.89,2,0,1,0.0,11.59,38.0,0.0,RAYMOND,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RAYMOND,77
Squeeze Breakout,105174.55,5174.55,5.17,2,1,1,50.0,5.94,29.0,0.0,RAYMOND,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STEELXIND,54
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STEELXIND,54
Keltner + EMA Cross,103200.09,3200.09,3.2,1,0,0,0.0,9.27,8.0,0.0,STEELXIND,54
Keltner Breakout (ATR 1.5),89287.4,-10712.6,-10.71,1,0,1,0.0,10.71,9.0,0.0,STEELXIND,54
Bollinger RSI,109804.18,9804.18,9.8,1,0,0,0.0,9.43,14.0,0.0,STEELXIND,54
Squeeze Breakout,94129.2,-5870.8,-5.87,1,0,1,0.0,10.29,8.0,0.0,STEELXIND,54
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],111806.62,11806.62,11.81,2,0,1,0.0,13.37,15.0,0.0,MASPTOP50,77
Keltner 5-Rule Retracement,111806.62,11806.62,11.81,2,0,1,0.0,13.37,15.0,0.0,MASPTOP50,77
Keltner + EMA Cross,119882.0,19882.0,19.88,1,0,0,0.0,13.35,14.0,0.0,MASPTOP50,77
Keltner Breakout (ATR 1.5),110476.65,10476.65,10.48,3,0,2,0.0,13.37,36.0,0.0,MASPTOP50,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MASPTOP50,77
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MASPTOP50,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96323.8,-3676.2,-3.68,1,0,0,0.0,7.77,8.0,0.0,ANDHRAPAP,77
Keltner 5-Rule Retracement,96323.8,-3676.2,-3.68,1,0,0,0.0,7.77,8.0,0.0,ANDHRAPAP,77
Keltner + EMA Cross,106360.26,6360.26,6.36,3,0,2,0.0,5.5,28.0,0.0,ANDHRAPAP,77
Keltner Breakout (ATR 1.5),110356.25,10356.25,10.36,1,0,0,0.0,5.43,4.0,0.0,ANDHRAPAP,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ANDHRAPAP,77
Squeeze Breakout,110356.25,10356.25,10.36,1,0,0,0.0,5.43,4.0,0.0,ANDHRAPAP,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102740.59,2740.59,2.74,1,0,0,0.0,6.27,3.0,0.0,BHAGYANGR,54
Keltner 5-Rule Retracement,102740.59,2740.59,2.74,1,0,0,0.0,6.27,3.0,0.0,BHAGYANGR,54
Keltner + EMA Cross,106573.55,6573.55,6.57,1,0,0,0.0,6.35,3.0,0.0,BHAGYANGR,54
Keltner Breakout (ATR 1.5),102740.59,2740.59,2.74,1,0,0,0.0,6.27,3.0,0.0,BHAGYANGR,54
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BHAGYANGR,54
Squeeze Breakout,102740.59,2740.59,2.74,1,0,0,0.0,6.27,3.0,0.0,BHAGYANGR,54
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96774.45,-3225.55,-3.23,2,0,1,0.0,10.72,25.0,0.0,GRAPHITE,81
Keltner 5-Rule Retracement,96774.45,-3225.55,-3.23,2,0,1,0.0,10.72,25.0,0.0,GRAPHITE,81
Keltner + EMA Cross,123579.31,23579.31,23.58,1,0,0,0.0,7.73,15.0,0.0,GRAPHITE,81
Keltner Breakout (ATR 1.5),96774.45,-3225.55,-3.23,2,0,1,0.0,10.72,25.0,0.0,GRAPHITE,81
Bollinger RSI,142803.56,42803.56,42.8,1,1,0,100.0,7.04,15.0,0.0,GRAPHITE,81
Squeeze Breakout,97864.24,-2135.76,-2.14,1,0,0,0.0,7.12,9.0,0.0,GRAPHITE,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100052.85,52.85,0.05,1,1,0,100.0,9.96,10.0,0.0,GUJTHEM,77
Keltner 5-Rule Retracement,100052.85,52.85,0.05,1,1,0,100.0,9.96,10.0,0.0,GUJTHEM,77
Keltner + EMA Cross,105822.36,5822.36,5.82,1,0,0,0.0,10.16,10.0,0.0,GUJTHEM,77
Keltner Breakout (ATR 1.5),100052.85,52.85,0.05,1,1,0,100.0,9.96,10.0,0.0,GUJTHEM,77
Bollinger RSI,116538.39,16538.39,16.54,1,1,0,100.0,5.22,21.0,0.0,GUJTHEM,77
Squeeze Breakout,94572.78,-5427.22,-5.43,2,1,1,50.0,9.96,33.0,0.0,GUJTHEM,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102777.91,2777.91,2.78,2,1,0,50.0,16.18,45.0,0.0,INDNIPPON,77
Keltner 5-Rule Retracement,102777.91,2777.91,2.78,2,1,0,50.0,16.18,45.0,0.0,INDNIPPON,77
Keltner + EMA Cross,93594.72,-6405.28,-6.41,1,0,0,0.0,9.38,8.0,0.0,INDNIPPON,77
Keltner Breakout (ATR 1.5),104547.59,4547.59,4.55,2,1,0,50.0,16.28,45.0,0.0,INDNIPPON,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INDNIPPON,77
Squeeze Breakout,96254.02,-3745.98,-3.75,1,0,1,0.0,5.69,16.0,0.0,INDNIPPON,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],109900.15,9900.15,9.9,1,1,0,100.0,14.75,10.0,0.0,KIRIINDUS,77
Keltner 5-Rule Retracement,109900.15,9900.15,9.9,1,1,0,100.0,14.75,10.0,0.0,KIRIINDUS,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIRIINDUS,77
Keltner Breakout (ATR 1.5),107116.73,7116.73,7.12,2,1,1,50.0,14.75,11.0,0.0,KIRIINDUS,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIRIINDUS,77
Squeeze Breakout,111388.74,11388.74,11.39,2,2,0,100.0,14.75,11.0,0.0,KIRIINDUS,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104031.71,4031.71,4.03,1,1,0,100.0,12.78,30.0,0.0,KOLTEPATIL,77
Keltner 5-Rule Retracement,115147.66,15147.66,15.15,1,1,0,100.0,12.79,30.0,0.0,KOLTEPATIL,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KOLTEPATIL,77
Keltner Breakout (ATR 1.5),113657.09,13657.09,13.66,1,1,0,100.0,12.94,30.0,0.0,KOLTEPATIL,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KOLTEPATIL,77
Squeeze Breakout,114937.7,14937.7,14.94,1,1,0,100.0,0.03,30.0,0.0,KOLTEPATIL,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99842.5,-157.5,-0.16,2,0,1,0.0,15.67,35.0,0.0,NOVARTIND,77
Keltner 5-Rule Retracement,99842.5,-157.5,-0.16,2,0,1,0.0,15.67,35.0,0.0,NOVARTIND,77
Keltner + EMA Cross,124183.19,24183.19,24.18,1,0,0,0.0,15.42,8.0,0.0,NOVARTIND,77
Keltner Breakout (ATR 1.5),99842.5,-157.5,-0.16,2,0,1,0.0,15.67,35.0,0.0,NOVARTIND,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NOVARTIND,77
Squeeze Breakout,91940.45,-8059.55,-8.06,1,0,1,0.0,8.48,22.0,0.0,NOVARTIND,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117205.59,17205.59,17.21,2,1,0,50.0,11.03,39.0,0.0,SHAREINDIA,77
Keltner 5-Rule Retracement,117205.59,17205.59,17.21,2,1,0,50.0,11.03,39.0,0.0,SHAREINDIA,77
Keltner + EMA Cross,114194.6,14194.6,14.19,1,0,0,0.0,4.53,3.0,0.0,SHAREINDIA,77
Keltner Breakout (ATR 1.5),117205.59,17205.59,17.21,2,1,0,50.0,11.03,39.0,0.0,SHAREINDIA,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHAREINDIA,77
Squeeze Breakout,110991.19,10991.19,10.99,1,0,0,0.0,4.48,3.0,0.0,SHAREINDIA,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],112998.55,12998.55,13.0,2,1,1,50.0,7.39,24.0,0.0,VARROC,81
Keltner 5-Rule Retracement,111973.2,11973.2,11.97,2,1,1,50.0,7.39,24.0,0.0,VARROC,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VARROC,81
Keltner Breakout (ATR 1.5),116266.13,16266.13,16.27,2,1,1,50.0,7.39,24.0,0.0,VARROC,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VARROC,81
Squeeze Breakout,110123.54,10123.54,10.12,1,1,0,100.0,0.95,32.0,0.0,VARROC,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],89194.14,-10805.86,-10.81,1,0,1,0.0,10.81,51.0,0.0,BOROLTD,77
Keltner 5-Rule Retracement,89194.14,-10805.86,-10.81,1,0,1,0.0,10.81,51.0,0.0,BOROLTD,77
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BOROLTD,77
Keltner Breakout (ATR 1.5),84621.67,-15378.33,-15.38,2,0,2,0.0,15.47,51.0,0.0,BOROLTD,77
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BOROLTD,77
Squeeze Breakout,94873.57,-5126.43,-5.13,1,0,1,0.0,6.33,20.0,0.0,BOROLTD,77
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97875.2,-2124.8,-2.12,1,0,1,0.0,13.23,10.0,0.0,AEROFLEX,81
Keltner 5-Rule Retracement,106619.73,6619.73,6.62,1,1,0,100.0,13.27,10.0,0.0,AEROFLEX,81
Keltner + EMA Cross,107162.69,7162.69,7.16,1,1,0,100.0,19.62,10.0,0.0,AEROFLEX,81
Keltner Breakout (ATR 1.5),101078.66,1078.66,1.08,1,1,0,100.0,13.26,10.0,0.0,AEROFLEX,81
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,AEROFLEX,81
Squeeze Breakout,91920.24,-8079.76,-8.08,1,0,1,0.0,8.56,35.0,0.0,AEROFLEX,81
